path	category	risk	status
EZMicroBalanceCode/Ancients/Patches/PrismaticGemRewardScreenHintBanner.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/PrismaticGemRewardScreenHintBanner.Field.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/PrismaticGemRewardScreenHintBanner.Node.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/PrismaticGemRewardScreenHintPatch.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/PrismaticGemRewardState.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/SealOfGoldPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/SereTalonPickupPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/SereTalonVisualAssetPaths.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/SereTalonVisualNodeRoutes.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/SereTalonVisualPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/SereTalonVisualRelicModelRoutes.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/SereTalonVisualRouteLog.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/SereTalonVisualTextures.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/SovereignBladeForgePatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/TanxClawsMaulTuningPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/ToastyMittensPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/VakuRewardPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/VelvetChokerPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/VelvetChokerSoftLimitTracker.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ancients/Patches/WhisperingEarringPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.ActiveModifiers.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.ActValues.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Banners.BloodPrize.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Banners.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Banners.LastStand.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Banners.PressingLine.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Banners.Shieldwall.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Banners.Targeting.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Banners.Vanguard.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.A20Courtyard.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.AeonglassHourglass.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.AeonglassHourglass.Energy.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.AeonglassHourglass.LaserEcho.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.AeonglassHourglass.State.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.BoilingCritical.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.ChosenDecree.Cards.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.ChosenDecree.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.CombatStart.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.Events.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.HolyDaze.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.InkReturn.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.MarginalNote.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.MartyrOath.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.MisalignedShell.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.ResidualSample.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.ResidualSample.Notice.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.SoulTide.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.StartledShell.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.StruggleBait.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.BossSeals.TurnFlow.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.CardEvents.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.CombatEvents.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.CombatLifecycle.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Commands.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Enemies.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Firemarks.ConstantHeal.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Firemarks.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Firemarks.ForgeArmor.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Firemarks.Giant.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Firemarks.Might.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Firemarks.Targeting.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.Firemarks.TurnFlow.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatModifierService.TurnLifecycle.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatTracker.Banners.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatTracker.BossSeals.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatTracker.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/AscensionCombatTracker.Firemarks.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/RootBudCombatHook.CardFlow.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/RootBudCombatHook.CombatEnd.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/RootBudCombatHook.CombatEvents.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/RootBudCombatHook.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/RootBudCombatHook.Helpers.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/RootBudCombatHook.Lifecycle.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Combat/RootBudCombatHook.RoomRules.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Core/AscensionSavedStateFields.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Core/MultiplayerDiagnostics.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Core/MultiplayerDiagnostics.JoinFlow.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Core/MultiplayerDiagnostics.Lobby.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Core/MultiplayerDiagnostics.RunState.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Core/MultiplayerDiagnostics.SaveQuit.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Core/MultiplayerFeaturePolicy.CoopGates.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Core/MultiplayerFeaturePolicy.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/A11MapGeometryProof.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapQuestMarker.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.A11Geometry.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.A11GeometryDiagnostics.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.A11InsertedColumnChoice.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.A11SerializableGraph.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.A11SerializableMutations.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.A11WidthAndRows.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.DeepBranches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.DeepBranches.Existing.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.DeepBranches.Layout.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.DeepBranches.Planning.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.DeepBranches.RouteSafety.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.MapGraphHelpers.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.MarkerHelpers.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.MarkerOrdering.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.Markers.Banners.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.Markers.BossSeals.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.Markers.Diagnostics.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.Markers.Firemarks.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/AscensionMapService.MarkerSelection.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/BannerRoomMapQuestMarker.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Map/FiremarkedEliteMapQuestMarker.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AeonglassIntentPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionA20Patches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionA20RewardScreenPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionLocalizationBridge.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionLocalizationTablePatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionMapBannerHoverPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionMapBossSealHoverPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionMapDeepBranchHoverPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionMapFiremarkHoverPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionMapGenerationPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionMapIconPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionSelectionPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/AscensionSelectionRunStartPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/CombatHandInputSafetyPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/EnemyDamagePolishPatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Patches/RootRunHook.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Rewards/AscensionRewardService.CardOptions.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Rewards/AscensionRewardService.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Rewards/AscensionRewardService.Fission.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Rewards/AscensionRewardService.RoomRewards.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Ascension/Rewards/RootDeckService.CombatLifecycle.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Map/SpirePlusMapPointHoverComposer.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Preview/CrystalSpherePeekPatch.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Preview/CrystalSpherePeekState.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Preview/TransformPredictionEventRngSourcePatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Preview/TransformPredictionNicheRngSourcePatches.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Preview/TransformPredictionRngContext.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Preview/TransformPredictionSelectionLifetimePatch.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Preview/TransformPredictionService.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Preview/TransformPreviewCyclePatch.Display.cs	cs-high-risk	high	queued
EZMicroBalanceCode/Preview/TransformPreviewPatch.cs	cs-high-risk	high	queued
.editorconfig	config	low	queued
.gitattributes	config	low	queued
.gitignore	config	low	queued
AGENTS.md	config	low	queued
BUGFIX_NOTES.md	config	low	queued
BUGFIX_REPORT.md	config	low	queued
Directory.Build.props.example	config	low	queued
export_presets.cfg	config	low	queued
EZMicroBalance.csproj	config	low	queued
EZMicroBalance.json	config	low	queued
EZMicroBalance.sln	config	low	queued
EZMicroBalance.sln.DotSettings	config	low	queued
EZMicroBalanceCode/.gdignore	config	low	queued
EZMicroBalanceCode/Ancients/Rebalance/README.md	config	low	queued
EZMicroBalanceCode/Ascension/Save/README.md	config	low	queued
EZMicroBalanceCode/Ascension/Ui/README.md	config	low	queued
EZMicroBalanceCode/Core/Integrations/RitsuLib/README.md	config	low	queued
EZMicroBalanceCode/README.md	config	low	queued
project.godot	config	low	queued
PROJECT_STATE.md	config	low	queued
README.md	config	low	queued
Sts2PathDiscovery.props	config	low	queued
tests/EZMicroBalance.Tests/EZMicroBalance.Tests.csproj	config	low	queued
tests/EZMicroBalance.Tests/README.md	config	low	queued
docs/.gdignore	docs	low	queued
docs/adr/0000-template.md	docs	low	queued
docs/architecture/bounded-contexts.md	docs	low	queued
docs/architecture/patch-boundaries.md	docs	low	queued
docs/architecture/save-state-contracts.md	docs	low	queued
docs/architecture-ez-micro-balance.md	docs	low	queued
docs/archive/feature-audits/ancient-expansion-v2.2/2026-05-13/implementation-gap-matrix.md	docs	low	queued
docs/archive/feature-audits/ancient-expansion-v2.2/2026-05-13/manual-test-master-matrix.md	docs	low	queued
docs/archive/feature-audits/ancient-expansion-v2.2/2026-05-13/multiplayer-risk-matrix.md	docs	low	queued
docs/archive/feature-audits/ancient-expansion-v2.2/2026-05-13/next-implementation-goals.md	docs	low	queued
docs/archive/feature-audits/ancient-expansion-v2.2/2026-05-13/overnight-source-audit.md	docs	low	queued
docs/archive/feature-audits/ancient-expansion-v2.2/2026-05-13/README.md	docs	low	queued
docs/archive/feature-audits/ancient-expansion-v2.2/2026-05-13/save-load-risk-matrix.md	docs	low	queued
docs/archive/feature-audits/ancient-expansion-v2.2/2026-05-13/source-api-map.md	docs	low	queued
docs/archive/feature-audits/ancient-expansion-v2.2/2026-05-13/windows-mac-platform-risk-matrix.md	docs	low	queued
docs/archive/feature-audits/architecture-clean-code-management-audit-2026-05-19.md	docs	low	queued
docs/archive/feature-audits/review-2026-05-23-pre-compact.md	docs	low	queued
docs/archive/feature-audits/review-2026-05-24-sere-talon-pre-compact.md	docs	low	queued
docs/archive/feature-audits/review-2026-05-26-beta54-pass-history.md	docs	low	queued
docs/archive/feature-audits/review-pre-slim-20260518.md	docs	low	queued
docs/archive/feature-audits/toreview-pre-slim-20260518.md	docs	low	queued
docs/archive/feature-inputs/ancients-rework-v4/goal-prompts.md	docs	low	queued
docs/archive/feature-inputs/ancients-rework-v4/source-design-mojibake-pre-slim-20260518.md	docs	low	queued
docs/archive/feature-inputs/ancients-rework-v4/sts2_ancients_rework_v4_2_next_plan.md	docs	low	queued
docs/archive/feature-inputs/ascension-11-20/codex-goal-prompt.md	docs	low	queued
docs/archive/feature-inputs/ascension-11-20/current-issue-implementation-spec.md	docs	low	queued
docs/archive/feature-inputs/ascension-11-20/development-checklist-v2-full-20260518.md	docs	low	queued
docs/archive/feature-inputs/future-peek-current-summary-20260526.md	docs	low	queued
docs/archive/feature-inputs/future-peek-goal-20260526.md	docs	low	queued
docs/archive/feature-inputs/goal-architecture-refactor-mojibake-intake-20260526.md	docs	low	queued
docs/archive/feature-inputs/goal-coop-preview-plan-20260525.md	docs	low	queued
docs/archive/feature-inputs/goal-md-mojibake-intake-20260523.md	docs	low	queued
docs/archive/feature-inputs/goal-preview-plan-intake-20260526.md	docs	low	queued
docs/archive/feature-inputs/implement-a19-a20-boss-ability-mojibake-intake-20260526.md	docs	low	queued
docs/archive/feature-inputs/README.md	docs	low	queued
docs/archive/feature-inputs/ritsulib-migration-mojibake-intake-20260526.md	docs	low	queued
docs/archive/feature-work-logs/ancient-expansion-v2.2/work-log-20260517-pre-cleanup.md	docs	low	queued
docs/archive/feature-work-logs/ancients-rework-v4/work-log-20260518-pre-slim.md	docs	low	queued
docs/archive/feature-work-logs/ascension-11-20/work-log-20260518-pre-slim.md	docs	low	queued
docs/archive/implementation-records/2026-05-13-ancient-player-facing-polish-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-13-lotha-full-corrective-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-13-morvi-full-implementation-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-13-spire-plus-source-test-ready-pass.md	docs	low	queued
docs/archive/implementation-records/2026-05-13-urda-full-implementation-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-13-urda-v22-ten-blessing-completion.md	docs	low	queued
docs/archive/implementation-records/2026-05-13-vakuu-temptation-implementation-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-a11-map-geometry-source-hardening-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-ancient-art-pipeline-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-ancient-player-facing-polish-and-art-readiness-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-ancient-state-mirror-coverage-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-ancient-ui-art-resource-routing-hardening-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-ancient-ui-click-hardening-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-ancient-ui-evidence-helper-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-artifact-hash-sync-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-ascension-rootblight-source-proof-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-current-package-smoke-log-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-current-package-smoke-log-resource-verification.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-followup-residual-risk-closure-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-lotha-power-hand-order-bugfix-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-lotha-power-tooltip-art-polish-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-morvi-reward-state-lifecycle-hardening-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-next-test-ready-implementation-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-public-evidence-debuff-policy-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-rootblight-v22-state-hardening-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-save-risk-and-status-consistency-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-source-redteam-hardening-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-14-vakuu-lotha-save-risk-reduction-final.md	docs	low	queued
docs/archive/implementation-records/2026-05-15-current-package-verification-note.md	docs	low	queued
docs/archive/implementation-records/2026-05-17-issues-before-test-ready-review-loop.md	docs	low	queued
docs/archive/implementation-records/dev-environment-runtime-smoke-history-20260526.md	docs	low	queued
docs/archive/implementation-records/external-codex-last-message-lotha-corrective.md	docs	low	queued
docs/archive/implementation-records/external-codex-progress.md	docs	low	queued
docs/archive/implementation-records/forum-public-integration-qa-20260526.md	docs	low	queued
docs/archive/implementation-records/rc1-live-validation-log-20260508-20260513.md	docs	low	queued
docs/archive/implementation-records/website-localization-qa-20260522.md	docs	low	queued
docs/archive/issues/waiting-tests-pre-slim-20260518.md	docs	low	queued
docs/archive/issues-archive.md	docs	low	queued
docs/archive/legacy-planning/docs/_future/new-character/boss-character-concepts-v2.md	docs	low	queued
docs/archive/legacy-planning/docs/_future/new-character/boss-character-design-knowledgebase.md	docs	low	queued
docs/archive/legacy-planning/docs/_future/new-character/ceremonial-beast-character-draft.md	docs	low	queued
